Collections Similarity Summary (Weighted by Average Confidence)
======================================================================================================================================================
Total Collections Summarized: 1056

Collection Name                Avg Similarity       Total Confidence   High (>=0.90) Weight (%)       Medium (0.70-0.89) Weight (%)  Low (0.50-0.69) Weight (%)     Very Low (<0.50) Weight (%)   
cpsj-2023                      0.7276               294.5676           29.79                          34.42                          15.42                          20.36                         
eaglegazette-2023              0.7272               242.3495           23.03                          45.32                          10.59                          21.05                         
delawareonline-2023            0.7266               406.9919           26.12                          42.07                          14.20                          17.62                         
source_nm-2023                 0.7259               336.7566           0.00                           73.37                          23.06                          3.57                          
elpasotimes-2023               0.7253               401.6473           20.72                          46.36                          13.55                          19.38                         
thedailyjournal-2023           0.7252               302.4023           31.60                          34.93                          11.09                          22.39                         
6abc-2023                      0.7250               628.4756           35.64                          18.11                          24.09                          22.16                         
flatwaterfreep-2023            0.7250               151.1730           0.00                           71.72                          7.77                           20.51                         
aviationweek-2023              0.7249               715.8954           41.16                          21.82                          3.07                           33.94                         
towntalkdotcom-2023            0.7246               278.5636           24.75                          39.29                          13.36                          22.60                         
stargazette-2023               0.7243               319.7898           17.90                          48.66                          14.14                          19.30                         
wired-2023                     0.7241               410.2002           33.55                          22.25                          22.13                          22.07                         
amarilloglobe-2023             0.7239               382.6610           24.87                          35.49                          19.16                          20.48                         
washingtonpost-2023            0.7238               1538.8307          15.88                          46.79                          21.75                          15.58                         
globeandmail-2023              0.7238               1299.8388          32.32                          21.18                          28.03                          18.47                         
alamogordonews-2023            0.7233               318.6764           21.87                          38.99                          18.58                          20.55                         
theadvertiser-2023             0.7227               309.5957           21.78                          38.97                          19.92                          19.34                         
tucsonstar-2023                0.7227               593.6461           0.71                           71.46                          18.49                          9.34                          
lohud-2023                     0.7222               355.8672           19.73                          47.08                          14.53                          18.65                         
standardex-2023                0.7212               88.3635            45.16                          7.85                           18.06                          28.93                         
tdonline-2023                  0.7209               322.9828           22.54                          44.31                          15.20                          17.95                         
jaxdotcom-2023                 0.7205               418.8686           17.64                          47.19                          14.81                          20.36                         
weeklycitizen-2023             0.7199               230.9467           20.58                          38.36                          22.71                          18.35                         
pajaropolitico-2023            0.7197               507.6216           8.22                           63.16                          12.19                          16.43                         
ydrcom-2023                    0.7197               373.8327           23.59                          39.81                          15.46                          21.14                         
owhnews-2023                   0.7195               583.5793           0.00                           73.47                          14.57                          11.96                         
pekindailytimes-2023           0.7194               323.8130           24.04                          36.33                          20.95                          18.68                         
natgeo-2023                    0.7193               370.3724           23.69                          48.23                          2.62                           25.46                         
pbpost-2023                    0.7192               377.7381           21.17                          42.79                          16.59                          19.45                         
heraldmailnews-2023            0.7190               356.4816           24.54                          36.92                          16.61                          21.92                         
njherald-2023                  0.7190               409.2638           21.23                          44.21                          12.86                          21.70                         
ndn-2023                       0.7189               399.6882           19.10                          41.80                          21.05                          18.05                         
thenewspress-2023              0.7187               393.3869           20.69                          45.94                          10.72                          22.66                         
themarionstar-2023             0.7185               239.8551           28.65                          33.36                          12.84                          25.15                         
abc7newsbayarea-2023           0.7183               681.6174           29.13                          25.70                          25.53                          19.65                         
michigandaily-2023             0.7182               403.4590           31.39                          24.80                          24.50                          19.31                         
dvillechief-2023               0.7179               233.4900           23.60                          33.05                          24.21                          19.14                         
gazetadopovo-2023              0.7178               951.5983           25.48                          31.01                          26.25                          17.26                         
reporternews-2023              0.7177               369.6614           22.49                          43.20                          15.30                          19.01                         
citylimitsnews-2023            0.7176               463.2853           29.68                          31.12                          19.85                          19.36                         
savannahnow-2023               0.7175               396.2457           17.88                          45.16                          16.57                          20.39                         
jsunnews-2023                  0.7173               278.9322           18.81                          43.56                          19.20                          18.43                         
ny1-2023                       0.7170               512.8015           15.68                          43.17                          26.55                          14.61                         
beaufortgazette-2023           0.7168               414.6660           1.73                           73.96                          13.49                          10.82                         
newstatesman-2023              0.7166               956.5492           7.12                           52.43                          30.52                          9.93                          
thedbk-2023                    0.7159               453.0106           0.00                           69.78                          27.70                          2.53                          
timesrecorder-2023             0.7158               240.6013           27.32                          32.42                          19.20                          21.06                         
thehill-2023                   0.7157               1208.7396          3.79                           61.75                          24.42                          10.04                         
theroot-2023                   0.7152               665.9270           7.45                           58.35                          20.80                          13.40                         
insideclimate-2023             0.7149               413.8302           16.24                          43.69                          25.22                          14.84                         
wdrbnews-2023                  0.7147               737.6184           14.54                          42.89                          28.12                          14.46                         
poconorecord-2023              0.7146               381.8135           26.81                          34.10                          14.51                          24.58                         
sturgisnewsroom-2023           0.7145               373.2752           22.90                          39.62                          13.49                          23.99                         
enquirer-2023                  0.7142               430.9332           19.44                          43.59                          16.89                          20.07                         
seattletimes-2023              0.7141               895.8951           30.29                          24.92                          20.68                          24.11                         
thetimesnews-2023              0.7140               358.3387           25.68                          30.21                          20.52                          23.59                         
projo-2023                     0.7138               374.7544           20.35                          39.96                          15.87                          23.82                         
usnews-2023                    0.7135               819.2686           42.20                          11.08                          18.12                          28.60                         
telegraphga-2023               0.7134               680.1565           0.29                           71.56                          18.64                          9.50                          
azds-2023                      0.7130               615.6292           5.27                           59.34                          20.95                          14.44                         
sctimes-2023                   0.7129               352.4043           24.05                          34.51                          19.64                          21.80                         
lesoir-2023                    0.7129               1485.2481          19.18                          41.33                          20.57                          18.92                         
baltimoresun-2023              0.7124               245.6187           22.71                          33.86                          27.17                          16.26                         
scotnational-2023              0.7117               758.1403           21.97                          33.99                          24.02                          20.02                         
badger_project_-2023           0.7115               586.0179           22.56                          35.73                          19.32                          22.39                         
gastongazette-2023             0.7115               366.5840           25.50                          34.78                          15.06                          24.66                         
bangordailynews-2023           0.7112               1100.9109          17.90                          39.14                          24.07                          18.89                         
shinysheet-2023                0.7108               307.3810           19.49                          41.93                          16.19                          22.39                         
rtdnews-2023                   0.7102               567.4059           0.13                           71.51                          15.36                          13.01                         
journalstarnews-2023           0.7101               575.3992           0.15                           74.18                          11.42                          14.25                         
bild-2023                      0.7101               121.9479           20.95                          40.17                          16.53                          22.35                         
tricityherald-2023             0.7098               644.9036           0.31                           73.63                          14.76                          11.30                         
1newsnz-2023                   0.7094               683.7885           28.20                          29.51                          16.86                          25.43                         
gen_republic-2023              0.7093               278.6190           28.32                          29.10                          21.12                          21.46                         
wickedlocal-2023               0.7093               221.4082           24.06                          36.67                          14.50                          24.77                         
asburyparkpress-2023           0.7093               352.0131           22.92                          37.34                          16.90                          22.85                         
ruidosonews-2023               0.7091               304.6300           27.41                          30.93                          24.83                          16.83                         
ccurrentargus-2023             0.7078               301.6221           24.02                          38.03                          15.99                          21.97                         
billy_penn-2023                0.7075               442.8226           22.53                          25.33                          40.57                          11.57                         
indystar-2023                  0.7066               400.2001           19.00                          44.33                          14.50                          22.17                         
crucessunnews-2023             0.7065               401.8279           22.61                          39.04                          14.99                          23.36                         
ljworld-2023                   0.7064               482.7346           21.50                          26.02                          38.63                          13.85                         
mgmadvertiser-2023             0.7063               301.4147           23.85                          37.11                          15.83                          23.21                         
columbiatribune-2023           0.7062               306.4040           18.64                          42.52                          17.45                          21.39                         
crikey_news-2023               0.7061               1154.3690          16.93                          41.22                          21.07                          20.77                         
fayobserver-2023               0.7060               398.7295           17.95                          42.60                          18.25                          21.20                         
theledger-2023                 0.7060               397.3526           24.23                          36.88                          12.99                          25.90                         
thestarpress-2023              0.7060               295.6790           22.56                          41.02                          15.21                          21.21                         
ocregister-2023                0.7057               813.2301           5.86                           51.95                          27.06                          15.14                         
indedotcom-2023                0.7056               381.6075           19.67                          41.21                          17.49                          21.64                         
vtdnews-2023                   0.7056               312.1815           19.36                          36.85                          25.17                          18.62                         
adndotcom-2023                 0.7053               1062.6342          20.81                          32.84                          27.51                          18.84                         
usatoday-2023                  0.7051               575.7871           34.34                          19.95                          18.54                          27.17                         
ponews-2023                    0.7045               360.6805           26.57                          30.31                          19.18                          23.94                         
freep-2023                     0.7045               480.5000           11.78                          53.10                          15.45                          19.67                         
recordnet-2023                 0.7043               388.2939           27.11                          26.79                          22.82                          23.29                         
the_daily_world-2023           0.7042               273.3334           19.36                          35.17                          23.70                          21.77                         
the_ccij-2023                  0.7041               435.6595           33.60                          23.64                          8.79                           33.97                         
rhherald-2023                  0.7037               704.6027           0.42                           68.03                          19.60                          11.94                         
mcall-2023                     0.7036               294.5111           20.11                          34.89                          26.29                          18.71                         
ioniassnews-2023               0.7035               352.7117           17.58                          41.54                          18.99                          21.89                         
yorkdispatch-2023              0.7032               332.8714           14.52                          43.38                          19.65                          22.45                         
heraldtribune-2023             0.7032               426.9288           18.12                          41.03                          18.86                          22.00                         
hornelltribune-2023            0.7028               388.4640           15.02                          43.10                          21.68                          20.20                         
elfinanciero_mx-2023           0.7024               1102.2523          30.46                          21.96                          19.47                          28.12                         
dmregister-2023                0.7013               376.7480           12.18                          51.28                          18.67                          17.87                         
missoulian-2023                0.7011               601.4030           0.00                           69.03                          17.97                          13.00                         
pi_news-2023                   0.7010               283.6821           18.59                          43.42                          17.72                          20.27                         
staradvertiser-2023            0.7009               1452.7915          31.66                          24.67                          20.46                          23.22                         
courierpress-2023              0.7009               358.0174           22.29                          39.16                          11.95                          26.60                         
austinchronicle-2023           0.7008               618.8582           41.82                          16.79                          15.34                          26.05                         
orcapchronicle-2023            0.7008               279.2957           0.00                           66.91                          18.40                          14.69                         
nbcphiladelphia-2023           0.7008               843.2480           3.62                           56.95                          25.94                          13.49                         
daily_record-2023              0.6998               990.8976           21.00                          28.91                          33.35                          16.74                         
gatewaypundit-2023             0.6997               954.6031           41.92                          8.35                           13.13                          36.60                         
poder360-2023                  0.6995               518.3486           25.82                          27.76                          25.27                          21.14                         
southcoasttoday-2023           0.6992               335.9654           24.45                          34.58                          14.98                          25.98                         
lacrossetribune-2023           0.6986               601.8951           0.00                           62.61                          23.22                          14.17                         
independentmail-2023           0.6983               235.9232           25.37                          34.28                          11.31                          29.04                         
statesman-2023                 0.6972               414.6780           13.92                          46.69                          17.56                          21.83                         
mailandguardian-2023           0.6965               1160.4062          25.03                          29.38                          17.03                          28.56                         
ithacajournal-2023             0.6964               326.2502           18.48                          38.63                          24.95                          17.94                         
thesunnews-2023                0.6963               684.2825           0.29                           69.29                          17.40                          13.02                         
pnj-2023                       0.6958               290.2589           24.09                          39.32                          11.94                          24.65                         
lubbockonline-2023             0.6958               360.1370           18.96                          36.55                          19.56                          24.94                         
amestribnews-2023              0.6954               304.0282           11.83                          48.34                          17.73                          22.09                         
timesofindia-2023              0.6953               4156.9683          27.55                          19.20                          28.66                          24.59                         
billingsgazette-2023           0.6949               602.1987           0.00                           67.23                          16.65                          16.12                         
ycitynewsonline-2023           0.6947               233.7114           23.25                          26.12                          27.92                          22.72                         
voguemagazine-2023             0.6946               396.9696           4.96                           53.88                          23.56                          17.59                         
stltoday-2023                  0.6945               824.4516           0.00                           72.69                          9.81                           17.51                         
mercnews-2023                  0.6943               838.9299           7.13                           49.20                          25.39                          18.28                         
mainemonitor-2023              0.6940               203.3810           20.44                          35.82                          17.70                          26.04                         
ktoopubmedia-2023              0.6940               337.1681           24.69                          22.62                          29.08                          23.61                         
bellevillenewsd-2023           0.6938               695.2605           0.70                           68.52                          19.98                          10.80                         
mydesert-2023                  0.6934               320.1321           19.28                          42.13                          15.57                          23.02                         
therealnews-2023               0.6933               475.6741           6.92                           46.40                          32.99                          13.69                         
theolympian-2023               0.6933               704.1849           0.28                           63.51                          24.32                          11.89                         
qctimes-2023                   0.6931               611.0694           0.00                           65.43                          19.16                          15.41                         
dailyrecord-2023               0.6931               338.2374           24.03                          35.73                          12.32                          27.92                         
newscientist-2023              0.6931               243.5950           26.55                          27.66                          20.87                          24.92                         
gosanangelo-2023               0.6927               363.3218           15.60                          41.10                          22.33                          20.97                         
tcpalm-2023                    0.6925               406.8267           20.49                          39.12                          19.39                          21.00                         
mo_independent-2023            0.6919               276.9135           0.00                           53.70                          36.91                          9.40                          
lsjnews-2023                   0.6919               304.3170           18.59                          33.15                          26.66                          21.60                         
salem_statesman-2023           0.6915               326.9318           20.80                          38.37                          15.81                          25.03                         
reuters-2023                   0.6914               634.1489           8.02                           58.61                          11.73                          21.64                         
nbsunjournal-2023              0.6909               294.8139           26.03                          29.04                          17.62                          27.31                         
phillytrib-2023                0.6909               825.7382           12.56                          42.16                          29.09                          16.20                         
sunherald-2023                 0.6905               678.9703           0.29                           62.86                          20.98                          15.87                         
variety-2023                   0.6904               1336.7549          8.29                           51.08                          18.93                          21.70                         
metrowestdaily-2023            0.6903               412.5540           17.44                          37.48                          24.85                          20.24                         
nbcchicago-2023                0.6903               927.0921           2.87                           56.88                          25.82                          14.43                         
bcenquirer-2023                0.6900               274.2987           21.59                          35.38                          16.54                          26.48                         
postandcourier-2023            0.6895               1139.9923          1.21                           65.55                          14.86                          18.39                         
theeconomist-2023              0.6891               783.6416           27.70                          15.39                          35.01                          21.89                         
kansasdotcom-2023              0.6886               627.3436           0.93                           65.48                          17.64                          15.96                         
fresnobee-2023                 0.6883               684.8621           0.29                           67.41                          14.22                          18.09                         
ledgerenquirer-2023            0.6881               596.5242           0.33                           64.29                          17.94                          17.44                         
thenewstribune-2023            0.6880               688.0054           0.55                           61.63                          22.79                          15.03                         
houstonchron-2023              0.6879               1111.8438          18.32                          31.60                          26.84                          23.23                         
beaconjournal-2023             0.6877               387.0196           18.49                          34.84                          24.89                          21.78                         
pressenterprise-2023           0.6875               719.2202           4.58                           48.92                          26.86                          19.64                         
thedepaulia-2023               0.6872               441.1753           2.60                           47.16                          39.47                          10.76                         
shreveporttimes-2023           0.6871               278.2875           20.10                          31.71                          23.68                          24.51                         
cstribune-2023                 0.6871               562.2890           0.16                           62.56                          22.85                          14.43                         
nbcdfw-2023                    0.6871               882.2658           3.42                           53.38                          30.07                          13.12                         
pressconnects-2023             0.6870               336.6255           14.65                          42.70                          18.70                          23.95                         
couriertimes-2023              0.6868               358.2696           18.15                          36.05                          18.96                          26.84                         
bhamherald-2023                0.6865               637.6032           0.00                           65.02                          17.75                          17.24                         
newsmax-2023                   0.6859               495.0120           33.47                          10.96                          25.66                          29.91                         
blueridgenow-2023              0.6857               340.1019           18.40                          34.58                          23.48                          23.53                         
alliancereview-2023            0.6856               350.0338           17.36                          38.54                          18.96                          25.14                         
postcrescent-2023              0.6856               395.9819           18.34                          36.73                          17.22                          27.71                         
theoklahoman_-2023             0.6854               335.2632           19.85                          37.55                          14.92                          27.67                         
valoreconomico-2023            0.6846               998.9977           16.36                          33.27                          26.72                          23.64                         
pokjournal-2023                0.6846               319.7345           19.02                          33.26                          24.91                          22.81                         
azcentral-2023                 0.6843               457.5003           16.72                          42.63                          15.12                          25.53                         
mediaite-2023                  0.6831               655.4332           17.51                          36.49                          19.48                          26.53                         
slotribune-2023                0.6829               671.3480           0.36                           61.29                          24.26                          14.09                         
desertsunnews-2023             0.6827               317.9744           18.85                          39.44                          16.78                          24.93                         
dispatchalerts-2023            0.6817               378.5642           17.15                          39.00                          16.13                          27.72                         
dandc-2023                     0.6811               360.7297           17.19                          38.43                          18.47                          25.91                         
denverpost-2023                0.6811               815.2728           6.21                           46.39                          28.60                          18.81                         
nysfocus-2023                  0.6808               555.7094           0.00                           56.51                          34.62                          8.86                          
idahostatesman-2023            0.6807               721.0951           0.65                           63.19                          22.06                          14.11                         
mercedsunstar-2023             0.6800               627.0589           0.16                           63.07                          19.83                          16.94                         
northjersey-2023               0.6799               430.4865           18.27                          38.66                          13.49                          29.59                         
kyivindependent-2023           0.6796               782.7749           31.55                          22.90                          9.37                           36.19                         
vancouversun-2023              0.6791               730.1933           24.59                          28.84                          18.25                          28.31                         
lobs-2023                      0.6789               1087.1308          9.14                           39.95                          31.76                          19.14                         
atlblog-2023                   0.6789               568.5241           28.45                          20.92                          20.67                          29.96                         
adnkronos-2023                 0.6775               1865.8678          29.07                          17.44                          23.60                          29.89                         
minnpost-2023                  0.6775               492.6406           20.19                          29.77                          22.23                          27.81                         
modbee-2023                    0.6768               668.2092           0.15                           66.11                          17.70                          16.04                         
jornaloglobo-2023              0.6754               774.4572           18.02                          35.12                          17.04                          29.82                         
dnj_com-2023                   0.6749               283.4037           15.97                          34.86                          23.90                          25.27                         
dailycommercial-2023           0.6748               269.6576           17.26                          32.87                          24.53                          25.33                         
scsentinel-2023                0.6746               714.3886           7.76                           45.66                          22.18                          24.39                         
startelegram-2023              0.6741               704.7439           0.78                           55.77                          25.54                          17.92                         
voxdotcom-2023                 0.6737               1231.6102          9.63                           37.74                          31.69                          20.93                         
pioneerpress-2023              0.6737               807.7849           6.36                           41.32                          32.49                          19.83                         
documentedny-2023              0.6735               614.1761           6.81                           40.55                          37.06                          15.58                         
leafchronicle-2023             0.6730               273.9434           13.91                          36.79                          24.84                          24.47                         
eastbaytimes-2023              0.6727               661.4921           6.32                           44.33                          27.58                          21.78                         
publicintegrity-2023           0.6725               399.7652           17.41                          35.20                          18.89                          28.49                         
albany_herald-2023             0.6725               1164.5208          5.42                           45.25                          32.86                          16.46                         
presscitizen-2023              0.6723               283.5324           13.17                          44.98                          16.44                          25.41                         
mtlgazette-2023                0.6721               608.2436           22.65                          31.07                          12.98                          33.30                         
theintellnews-2023             0.6720               384.3153           17.85                          32.62                          19.32                          30.20                         
ur_ninja-2023                  0.6717               258.7786           0.00                           72.40                          9.90                           17.70                         
techreview-2023                0.6717               240.3841           33.11                          16.67                          15.96                          34.27                         
windowscentral-2023            0.6715               674.2154           4.40                           49.24                          28.34                          18.02                         
thr-2023                       0.6711               952.8077           3.55                           51.91                          24.03                          20.52                         
reason-2023                    0.6708               695.6703           30.11                          20.56                          16.02                          33.31                         
statejournal-2023              0.6701               1221.4114          13.61                          41.38                          18.82                          26.19                         
theipaper-2023                 0.6701               1252.6438          23.96                          18.57                          30.03                          27.44                         
thestate-2023                  0.6695               190.4108           1.04                           56.17                          24.74                          18.06                         
sternde-2023                   0.6693               1549.6720          10.20                          36.29                          24.93                          28.58                         
engadget-2023                  0.6691               365.1572           19.54                          14.93                          54.31                          11.22                         
thetimes-2023                  0.6686               1366.5544          25.29                          26.38                          11.59                          36.73                         
niemanlab-2023                 0.6685               272.1216           45.02                          1.87                           10.65                          42.46                         
gbpressgazette-2023            0.6677               404.0318           16.16                          39.49                          14.79                          29.55                         
bistrib-2023                   0.6662               631.7493           0.16                           56.18                          22.52                          21.14                         
spotlightpa-2023               0.6659               527.4586           12.73                          21.88                          58.64                          6.76                          
wvstatejournal-2023            0.6658               1917.8395          9.85                           33.83                          38.33                          18.00                         
coshtribune-2023               0.6647               256.6032           22.12                          25.93                          20.45                          31.49                         
irishtimes-2023                0.6647               1559.0342          13.98                          36.87                          17.98                          31.17                         
decisiondeskhq-2023            0.6635               168.0638           0.00                           73.52                          0.00                           26.48                         
rgj-2023                       0.6632               314.2394           21.78                          26.07                          21.45                          30.70                         
quillette-2023                 0.6626               219.6340           6.25                           43.80                          33.36                          16.59                         
